%
% N       RA           Dec      V
%        h m s      deg am as  mag
% 
 0497  01 42 43.5  -03 41 25  4.99 
 0498  01 41 41.1  -50 02 20  6.64 
 0499  01 44 46.1  +57 05 21  6.25 
 0500  01 43 50.0  +32 11 30  6.34 
 0501  01 44 26.5  +46 08 23  6.35 
 0502  01 41 48.0  -60 47 22  5.71 
 0503  01 42 29.3  -53 44 26  5.52 
 0504  01 43 54.8  -04 45 56  6.19 
 0505  01 44 55.8  +20 04 59  6.27 
 0506  01 44  4.1  -15 56 15  3.50 
 0507  01 45 23.6  +09 09 28  4.26 
 0508  01 47 44.8  +63 51 08  5.63 
 0509  01 37 55.6  -82 58 30  5.87 
 0510  01 45 59.3  -05 44 00  5.34 
 0511  01 45 38.8  -25 03 09  5.31 
 0512  01 46 35.3  +17 24 47  6.55 
 0513  01 41 21.3  -79 08 54  6.33 
 0514  01 46  1.0  -27 20 57  6.39 
 0515  01 47 48.0  +46 13 47  6.32 
 0516  01 46  5.8  -50 48 59  5.49 
 0517  01 46  6.3  -53 31 19  5.04 
 0518  01 48 38.9  +37 57 10  5.94 
 0519  01 48 10.9  +16 57 20  5.84 
 0520  01 48 41.6  +32 41 25  5.79 
 0521  01 47 16.8  -41 45 36  6.18 
 0522  01 37 28.0  -84 46 11  5.69 
 0523  01 49 15.7  +47 53 49  5.82 
 0524  01 48 26.0  +03 41 08  5.91 
 0525  01 47 47.8  -37 09 35  6.32 
 0526  01 50 57.1  +51 56 00  5.90 
 0527  01 50  8.5  +22 16 31  5.86 
 0528  01 49 35.1  -10 41 11  4.67 
 0529  01 49 19.5  -31 04 22  6.34 
 0530  01 51 59.3  +55 08 51  5.52 
 0531  01 50 52.0  +11 02 36  5.94 
 0532  01 49 48.8  -38 24 14  6.37 
 0533  01 52  9.4  +50 47 34  5.79 
 0534  01 50 20.2  -47 48 59  6.14 
 0535  01 52 50.8  +51 28 29  6.26 
 0536  01 51 27.6  -10 20 06  3.73 
 0537  01 53 48.5  +55 35 53  6.45 
 0538  01 50 54.5  -50 12 22  5.94 
 0539  01 54 23.7  +63 40 12  3.38 
 0540  01 53 17.3  +40 43 47  5.40 
 0541  01 53  4.9  +29 34 44  3.41 
 0542  01 53 31.8  +19 17 45  4.83 
 0543  01 53 31.8  +19 17 37  4.75 
 0544  01 52 52.1  -16 55 45  5.80 
 0545  01 56  0.0  +68 41 07  4.99 
 0546  01 53 33.3  +03 11 15  4.62 
 0547  01 47 46.5  -80 10 36  6.06 
 0548  01 54 53.8  +40 42 07  6.24 
 0549  01 54 57.5  +37 07 42  6.26 
 0550  01 54 38.4  +20 48 29  2.64 
 0551  01 53 23.2  -38 35 41  6.10 
 0552  01 53 38.8  -46 18 09  4.41 
 0553  01 55 54.4  +37 16 40  5.89 
 0554  01 56  9.3  +37 15 06  5.67 
 0555  01 54 22.0  -42 29 49  5.11 
 0556  01 55 51.0  +23 34 38  5.74 
 0557  01 55 53.8  +01 50 59  6.01 
 0558  01 58 33.3  +61 41 53  6.02 
 0559  01 57 56.4  +41 41 40  6.78 
 0560  01 57 21.1  +17 49 03  5.10 
 0561  01 57 43.8  +27 48 16  5.82 
 0562  01 56 40.2  -22 31 37  4.85 
 0563  01 55 57.5  -51 36 32  3.70 
 0564  01 59 38.0  +64 37 17  5.26 
 0565  01 58 33.6  +49 12 15  5.69 
 0566  01 57 55.7  +23 35 46  4.79 
 0567  01 54 56.1  -67 38 50  4.69 
 0568  01 55 46.4  -60 51 41  6.06 
 0569  02 02 57.2  +77 54 59  6.04 
 0570  01 57  0.1  -51 45 58  6.10 
 0571  01 57 10.0  -47 23 06  4.83 
 0572  02 01 57.4  +70 54 25  4.54 
 0573  01 58 26.7  -33 04 00  6.35 
 0574  01 59 35.7  +21 03 30  5.87 
 0575  01 59 25.9  +12 17 41  6.09 
