%
%  no - oznaczenie gwiazdy
%  V - jasno"s"c w filtrze V
%  I - jasno"s"c w filtrze I
%  err_V - b"l"ad jasno"sci V
%  N_V - ilo"s"c obserwacji w filtrze V
%  N_I - ilo"s"c obserwacji w filtrze I
%  x - wsp"o"lrz"edna x na obrazie CCD (po"lno"c to -x) 
%  y - wsp"o"lrz"edna y na obrazie CCD (wsch"od to +y)
%
%  no    V       I    err_V   N_V N_I     x       y 
%       mag     mag    mag               
%
 1263 18.6025 16.6447 0.0028 1794 673  110.40  832.26 
 1264 18.9704 16.6164 0.0036 1695 636  862.45 1241.47 
 1265 18.2936 16.6496 0.0022 1798 666 1107.94  548.62 
 1266 18.6925 16.6352 0.0028 1786 675  911.18  909.41 
 1267 18.2395 16.6611 0.0028 1647 629  509.65  749.64 
 1268 17.8477 16.5495 0.0043  631 199  116.67    5.81 
 1269 18.2032 16.6510 0.0022 1795 671  651.63  989.87 
 1270 18.1467 16.6479 0.0021 1814 668 1045.27  414.78 
 1271 18.2357 16.6444 0.0041 1692 648  211.27 1226.54 
 1272 18.1589 16.6436 0.0021 1803 678  367.13  934.23 
 1274 18.1487 16.6357 0.0024 1536 661  138.83   33.75 
 1275 18.2832 16.6539 0.0023 1789 657  316.87  973.64 
 1276 18.6412 16.6384 0.0032 1746 674  481.84  758.90 
 1277 18.1935 16.6607 0.0024 1790 671  195.45 1160.89 
 1278 18.0734 16.6584 0.0030 1703 631  726.03  112.32 
 1279 18.0317 16.6566 0.0022 1723 655  572.01  946.49 
 1280 18.9610 16.6565 0.0039 1746 661  679.75 1152.86 
 1281 18.0795 16.6705 0.0020 1781 656  343.64  239.63 
 1282 19.1669 16.6418 0.0038 1791 670  138.69  591.47 
 1283 18.0996 16.6525 0.0020 1777 673  396.75  652.07 
 1284 18.2292 16.6450 0.0028 1653 627  939.96  135.83 
 1285 18.1811 16.6738 0.0052 1514 612  533.24  556.82 
 1286 18.4307 16.6786 0.0026 1801 675  908.28 1066.50 
 1287 18.3910 16.6602 0.0023 1775 668  319.44   78.83 
 1288 18.1984 16.6685 0.0022 1773 667  688.56  610.12 
 1289 18.0846 16.6493 0.0034 1406 651  701.22 1009.96 
 1290 18.3775 16.6759 0.0031 1649 652  874.87 1000.60 
 1291 18.3850 16.6646 0.0028 1784 669  702.78 1114.66 
 1292 18.7816 16.5877 0.0058  763 246 1121.99    6.90 
 1293 18.5551 16.6577 0.0027 1755 670  942.15  145.54 
 1294 18.2691 16.6867 0.0022 1752 660 1074.10  637.28 
 1295 17.7991 16.6854 0.0020 1794 669 1008.59   96.24 
 1296 18.3751 16.6820 0.0030 1786 663  155.21 1034.28 
 1297 18.1169 16.6817 0.0045 1634 651  595.66  497.08 
 1298 18.6315 16.6691 0.0026 1794 668 1092.44  620.28 
 1299 18.2352 16.6861 0.0023 1783 666 1034.61  814.12 
 1300 18.5848 16.6785 0.0029 1756 662  314.38 1209.40 
 1301 18.3282 16.6818 0.0029 1780 675  470.59  338.76 
 1302 18.3084 16.6920 0.0023 1760 672  724.73  689.45 
 1303 18.5540 16.6790 0.0032 1532 591  417.64  256.44 
 1304 18.3210 16.6998 0.0022 1780 672  758.05  525.09 
 1305 18.3212 16.6825 0.0050 1478 597  888.81  775.96 
 1306 18.0930 16.7022 0.0022 1784 668  609.43  304.80 
 1307 18.2994 16.7054 0.0030 1717 636  660.44  673.82 
 1308 18.0291 16.6906 0.0022 1788 676  698.95 1036.18 
 1309 18.3271 16.6984 0.0024 1783 662  708.71  609.53 
 1310 18.2536 16.7041 0.0025 1790 654  445.71 1062.70 
 1311 18.3266 16.7177 0.0025 1767 665 1066.88  925.58 
 1312 18.2017 16.7130 0.0021 1798 664  427.50  797.06 
 1313 18.4674 16.7033 0.0025 1779 675  727.23  927.92 
 1314 18.1423 16.7018 0.0022 1775 668  449.32  563.55 
 1315 18.0088 16.7165 0.0020 1784 660  277.07  563.26 
 1316 18.6778 16.7012 0.0030 1756 658  859.49 1212.77 
 1317 18.1314 16.7111 0.0021 1787 668  455.81   96.40 
 1319 18.6566 16.7116 0.0026 1795 673   85.81  437.25 
 1320 18.0777 16.7063 0.0020 1803 663  577.40  188.19 
 1321 18.4673 16.7225 0.0026 1786 644  966.10  767.18 
 1322 18.3520 16.7347 0.0025 1782 668  116.21  953.58 
 1323 18.1335 16.7037 0.0021 1788 647  665.94   98.69 
 1324 18.3645 16.7197 0.0028 1646 640  711.72  713.32 
 1325 18.9027 16.7237 0.0033 1793 664  338.42  817.67 
 1326 18.6124 16.5791 0.0047 1813 675  146.01  155.45 
 1327 18.3596 16.7451 0.0024 1794 680  925.45  149.25 
 1328 18.3276 16.7045 0.0029 1735 658  597.29  741.09 
 1329 18.7754 16.7230 0.0034 1743 658  679.77  439.03 
 1330 18.2472 16.7433 0.0023 1757 669  471.27  960.76 
 1331 18.2004 16.7069 0.0036 1366 554  141.94  697.26 
 1332 18.4514 16.7227 0.0025 1795 667  706.08  565.99 
 1333 18.0360 16.7443 0.0020 1802 670  122.37  178.05 
 1334 18.2504 16.7337 0.0028 1736 653  779.54 1064.10 
 1335 18.2392 16.7489 0.0022 1781 666  433.64  870.77 
 1336 18.1991 16.7502 0.0040 1689 623  488.79  498.90 
 1337 18.3726 16.7276 0.0028 1804 688  444.48  404.66 
 1338 18.3614 16.7578 0.0027 1793 675   65.83 1000.88 
 1339 18.2297 16.7559 0.0035 1664 642  508.51  691.41 
 1340 18.1706 16.7416 0.0023 1788 654  399.74 1039.65 
 1341 18.9129 16.6792 0.0070 1772 673   88.04  223.30 
 1342 18.3632 16.7535 0.0025 1781 667  378.42  894.95 
 1343 18.2931 16.7396 0.0027 1801 664  211.51  653.58 
 1344 18.3356 16.7607 0.0025 1784 665  182.74  733.33 
 1345 18.2968 16.7732 0.0024 1773 666   93.87  519.40 
 1346 18.9626 16.7469 0.0039 1783 673  136.79  980.77 
 1347 18.3792 16.7374 0.0030 1640 607  671.98  418.57 
 1348 18.6340 16.7227 0.0027 1795 669  684.82  139.22 
 1349 18.1705 16.7529 0.0022 1767 667  484.69  653.08 
 1350 18.2517 16.7541 0.0035 1647 614  544.37  742.57 
 1351 18.3924 16.7641 0.0028 1771 671  488.43 1171.34 
 1352 18.1699 16.7574 0.0022 1792 670 1050.10  790.83 
 1353 18.4419 16.7535 0.0024 1772 671  910.89  370.24 
 1354 18.2054 16.7486 0.0027 1530 597  707.53  334.51 
 1355 18.2758 16.7500 0.0025 1774 673  546.88 1141.81 
 1356 18.4579 16.7695 0.0025 1792 660  276.38  829.96 
 1357 18.2722 16.7765 0.0030 1729 659  131.58 1123.82 
 1358 18.3027 16.7555 0.0023 1774 664  474.03  749.32 
 1359 18.4169 16.7554 0.0026 1765 657  753.81  649.09 
 1361 18.2543 16.7340 0.0041 1427 587  458.34  444.97 
 1362 18.3644 16.7687 0.0041 1612 617  324.86 1041.62 
 1363 18.4146 16.7692 0.0027 1791 630  687.06  506.66 
 1364 18.2196 16.6972 0.0092 1498 607  765.39  819.64 
 1365 18.4107 16.7490 0.0042 1581 611  617.84  721.76 
 1366 18.5973 16.7751 0.0027 1788 670  109.29  225.06 
 1367 18.1045 16.7570 0.0022 1646 670   79.44  267.70 
 1368 18.2357 16.7870 0.0024 1797 659 1054.94  599.71 
 1370 18.2433 16.7790 0.0026 1742 645  599.00  336.01 
 1371 19.2405 16.7581 0.0043 1746 648  768.17 1225.93 
 1372 18.5845 16.7772 0.0038 1641 626  290.74  710.84 
 1373 18.3787 16.7847 0.0025 1800 653  694.70  601.36 
 1374 19.1787 16.7416 0.0061 1762 666  464.51  408.63 
 1375 18.5933 16.7770 0.0031 1686 665  789.02  824.21 
 1376 18.3109 16.7779 0.0025 1763 666  723.26  198.14 
 1377 18.1696 16.7873 0.0022 1791 660  541.80  462.09 
 1378 18.2525 16.8190 0.0028 1801 677  153.12 1135.81 
 1379 18.3790 16.7987 0.0026 1804 655 1054.32  632.20 
 1380 18.1465 16.8051 0.0023 1797 671  179.23  876.94 
 1381 18.3543 16.7925 0.0029 1758 608  308.06  754.68 
 1382 18.3309 16.7983 0.0022 1785 673  341.48  435.46 
 1383 18.4028 16.8049 0.0028 1778 657  586.57  549.38 
 1384 19.0445 16.7978 0.0040 1743 649  849.05  315.76 
 1385 18.3943 16.8103 0.0028 1750 662  221.19 1010.30 
 1386 18.4354 16.8170 0.0029 1787 662  495.58  685.76 
 1387 18.3361 16.8054 0.0024 1778 665  794.55  151.90 
 1388 18.2702 16.8067 0.0035 1649 637  382.88  231.87 
 1389 18.4518 16.8055 0.0028 1756 662  592.36  742.40 
 1390 18.5112 16.8102 0.0026 1789 664  784.75 1009.62 
 1391 18.3879 16.6707 0.0029 1280 523  794.81  734.12 
 1392 19.6848 16.7768 0.0097 1330 610  335.56 1041.15 
 1393 18.6031 16.8278 0.0032 1790 652   44.24  973.75 
 1395 18.4058 16.8220 0.0025 1771 675  785.92  180.02 
 1396 18.7680 16.7975 0.0029 1781 673  788.93   65.80 
 1397 18.4442 16.8384 0.0030 1785 634  178.98  695.69 
 1398 18.6245 16.8408 0.0037 1730 658  937.14  634.38 
 1399 18.5454 16.8297 0.0028 1778 664  618.75  623.02 
 1400 18.3938 16.8368 0.0024 1776 678  715.10  392.24 
 1401 18.2812 16.8565 0.0026 1777 661 1090.81  829.74 
 1402 19.0758 16.8219 0.0037 1801 675  685.20  493.61 
 1403 18.6066 16.9606 0.0046 1783 685  929.64  920.32 
 1404 18.8535 16.8299 0.0031 1790 664  439.42  476.32 
 1405 17.9182 16.3841 0.0035  745 249  537.13  579.58 
 1406 18.2701 16.8595 0.0037 1675 649  600.43  490.16 
 1407 18.4412 16.8455 0.0025 1781 668  916.95  323.73 
 1408 19.4873 16.8146 0.0053 1765 671  367.03  981.48 
 1409 18.9694 16.8147 0.0052 1511 621  622.57  810.10 
 1410 18.2628 16.8572 0.0023 1793 663  419.42  625.35 
 1411 18.5817 16.8386 0.0030 1644 657  322.26  970.66 
 1413 18.6585 16.8510 0.0030 1795 650 1038.30  326.55 
 1414 18.9775 16.8513 0.0033 1776 666  500.31  967.16 
 1415 18.5597 16.8866 0.0033 1755 662  931.99  634.53 
 1416 18.8527 16.5681 0.0044 1305 540 1152.35 1229.27 
 1417 18.5181 16.8722 0.0039 1680 641  197.05 1096.02 
 1418 18.2374 16.8505 0.0030 1717 637  426.93  622.16 
 1419 18.4260 16.8094 0.0035 1160 402  922.96   12.87 
 1420 18.8038 16.8262 0.0074 1548 598  845.04  366.91 
 1421 18.3594 16.7066 0.0057 1787 664 1006.67  638.72 
 1423 18.5111 16.8676 0.0026 1785 663  315.75  686.40 
 1424 18.2961 16.8612 0.0023 1798 666  462.82  112.13 
 1425 18.2852 16.8602 0.0023 1753 659  362.60  185.57 
 1426 18.3808 16.8639 0.0024 1792 652  622.81  330.57 
 1427 18.4868 16.8784 0.0027 1772 673  653.50  621.66 
 1428 18.6465 16.8589 0.0031 1781 671 1034.56 1187.61 
 1429 18.4517 16.8889 0.0034 1691 653  208.59 1173.89 
 1430 18.5922 16.8846 0.0029 1743 668  217.09  556.59 
 1431 18.6459 16.8729 0.0042 1621 647  370.67 1188.53 
 1432 18.6470 16.8682 0.0029 1792 673 1011.21  877.58 
 1433 18.5115 16.8714 0.0029 1779 662  465.12  820.93 
 1434 18.3978 16.8543 0.0034 1736 660 1061.24   36.89 
 1435 18.4856 16.8790 0.0025 1783 666  377.87  904.06 
 1436 18.9160 16.8744 0.0033 1790 642  253.33  410.47 
 1437 19.5761 16.8417 0.0057 1699 663 1063.26  355.92 
 1438 18.5984 16.8885 0.0028 1786 669  341.87  830.31 
 1440 18.5081 16.8998 0.0075 1504 605  557.75  567.81 
 1441 18.3415 16.8878 0.0023 1787 640  345.91  320.17 
 1442 18.1904 16.8924 0.0025 1744 665  146.90  333.37 
 1444 18.3174 16.8755 0.0025 1797 668  121.90  196.94 
 1445 18.6858 16.8665 0.0031 1770 653  464.53 1182.61 
 1446 18.5436 16.8771 0.0028 1789 673  486.42  700.24 
 1448 18.3778 16.8968 0.0028 1796 667 1048.32 1096.34 
 1449 18.6504 16.8753 0.0043 1692 631 1060.88  238.05 
 1450 18.3169 16.9006 0.0024 1792 652  593.24  529.75 
 1451 18.3260 16.8866 0.0023 1781 659  612.17  181.33 
 1452 18.5836 16.9081 0.0027 1797 658  644.97  590.62 
 1453 18.4965 16.9137 0.0031 1755 656  251.17  821.31 
 1454 18.4885 16.9144 0.0026 1799 663  966.81  754.25 
 1455 18.4311 16.9008 0.0040 1659 614  551.19  763.56 
 1456 18.5304 16.9221 0.0031 1748 657 1095.00  578.97 
 1457 18.5127 16.9148 0.0031 1718 633  955.98  606.83 
 1458 18.6938 16.9097 0.0032 1810 679  305.65  947.22 
 1459 18.3661 16.8091 0.0082 1314 562  496.31  874.23 
 1460 18.3782 16.8902 0.0040 1672 637  139.13 1024.55 
 1461 18.4392 16.9139 0.0027 1771 673  595.87  523.63 
 1463 18.3966 16.9215 0.0025 1788 659  221.61  707.66 
 1464 19.0048 16.8854 0.0040 1786 657  577.15 1122.65 
 1466 19.3667 16.8949 0.0050 1650 640  835.32 1239.91 
 1467 18.4814 16.9132 0.0026 1775 668  672.61  447.15 
 1468 18.4850 16.9188 0.0027 1793 660  562.38  781.93 
 1469 18.5316 16.8952 0.0027 1794 675  395.20  415.06 
 1470 18.4257 16.9103 0.0034 1502 575  370.62  546.94 
 1471 18.4145 16.9056 0.0026 1796 663  822.22  179.12 
 1472 18.4767 16.9177 0.0026 1797 672  407.55  348.98 
 1473 18.4105 16.8860 0.0029 1793 669 1045.14 1076.90 
 1474 18.3743 16.9146 0.0043 1621 595  971.61  107.94 
 1475 18.2753 16.9275 0.0024 1800 672  152.20  213.50 
 1476 18.4895 16.9180 0.0027 1773 663  883.27  257.41 
 1478 18.4300 16.9271 0.0025 1782 667  668.88  270.74 
 1479 19.1066 16.9076 0.0041 1718 649 1139.21  251.69 
 1480 18.2306 16.9207 0.0024 1796 666  542.72  414.09 
 1481 18.6146 16.9139 0.0031 1740 659  416.38  708.78 
 1482 18.4653 16.9387 0.0026 1774 667  319.64  620.35 
 1483 18.5286 16.9280 0.0028 1788 666  801.93  930.49 
 1484 18.5541 16.9344 0.0028 1763 664  957.53  712.16 
 1485 18.6621 16.9250 0.0034 1754 652  313.31 1061.61 
 1486 19.2673 16.9274 0.0046 1772 671  207.65  991.94 
 1487 18.6951 16.9243 0.0034 1425 563   14.77  798.91 
 1488 18.6600 16.9390 0.0035 1729 650  600.05  330.90 
 1490 18.6756 16.9335 0.0032 1757 668   76.11  966.57 
 1491 18.4842 16.9411 0.0028 1795 676  391.92  480.33 
 1492 18.7877 16.9225 0.0032 1802 675  213.69  216.07 
 1493 18.9599 16.9099 0.0043 1794 672 1038.85 1045.41 
 1494 18.6794 16.9448 0.0030 1767 660 1047.61  304.51 
 1495 18.7691 16.9452 0.0030 1790 661  704.59  938.64 
 1496 18.3941 16.9254 0.0028 1774 671  459.97   67.37 
 1497 18.5425 16.9468 0.0027 1794 667  352.88  697.87 
 1498 18.4685 16.9350 0.0031 1724 643  736.55  402.21 
 1499 18.5442 16.9603 0.0030 1793 679  293.15 1125.91 
 1500 18.3850 16.9501 0.0056 1753 595  587.92  315.04 
 1501 18.7606 16.9403 0.0032 1786 665 1057.46  359.75 
 1502 18.6133 16.9666 0.0028 1807 671  360.95  709.01 
 1503 18.8165 16.9417 0.0037 1661 632 1137.43   58.67 
 1504 18.5163 16.9360 0.0029 1784 675  606.31   87.04 
 1505 18.2243 16.9643 0.0027 1783 651  117.25  152.20 
 1506 18.7430 16.9219 0.0032 1791 678  845.72 1018.08 
 1507 18.7801 16.9442 0.0034 1802 663  786.55 1069.64 
 1508 18.5287 17.0167 0.0035 1743 648   60.94 1233.42 
 1509 18.6225 16.9517 0.0030 1793 661  558.85 1008.56 
 1510 18.4461 16.9309 0.0045 1651 597  266.01  214.76 
 1511 19.0481 16.9607 0.0049 1675 621  182.82 1096.54 
 1512 18.4008 16.9705 0.0029 1656 635  412.71   50.95 
 1513 18.9824 16.9538 0.0038 1575 633 1146.11  390.71 
 1514 18.5101 16.9864 0.0030 1794 635  587.04  826.86 
 1515 18.3865 16.9598 0.0025 1772 673  269.92   58.01 
 1516 18.5075 16.9084 0.0041 1370 573  190.60   69.11 
 1517 18.8007 16.9794 0.0037 1757 661  922.78  735.03 
 1518 18.6170 16.9651 0.0032 1800 675 1073.49 1007.88 
 1519 18.8284 16.9798 0.0032 1797 664  469.01  912.30 
 1520 18.6119 16.9916 0.0032 1794 666 1005.33 1034.19 
 1521 18.6905 16.9664 0.0034 1753 639  348.63 1177.55 
 1522 18.5539 16.9510 0.0058 1654 612  587.84  318.49 
 1523 18.8823 16.9796 0.0032 1788 664  915.59  649.76 
 1525 18.5987 17.0069 0.0045 1635 617 1117.40   46.00 
 1526 18.5400 16.9850 0.0027 1780 672  202.70  240.25 
 1527 18.8141 16.9725 0.0045 1717 631  695.26  651.90 
 1528 18.2524 16.9162 0.0068 1496 587   90.17  330.90 
 1529 18.2932 16.9636 0.0043 1440 584   32.63   81.52 
 1530 18.6979 16.9693 0.0046 1024 411    8.76  859.90 
 1531 18.4278 16.9838 0.0028 1766 661  382.18  250.31 
 1532 18.5909 17.0002 0.0030 1788 660  449.24  845.09 
 1533 18.4453 16.9422 0.0050 1373 568  323.07  355.02 
 1534 18.6671 17.0009 0.0034 1759 636  605.54  770.00 
 1535 18.3961 16.9871 0.0042 1644 616  565.68  179.98 
 1536 18.4086 16.9788 0.0028 1785 667  521.76  496.23 
 1537 18.5058 16.7807 0.0077 1755 653  526.64 1226.12 
 1538 18.5330 17.0109 0.0033 1747 647 1102.30  642.51 
 1539 18.5428 16.9997 0.0059 1498 580  620.09  632.13 
 1540 18.6045 17.0006 0.0028 1774 648  314.64  641.45 
 1541 19.1442 17.0118 0.0053 1796 669  862.07 1144.66 
 1542 18.5188 16.9949 0.0030 1776 664  909.88  216.98 
 1543 18.5569 17.0038 0.0029 1800 675  835.69  276.21 
 1544 18.9258 16.9875 0.0036 1786 668  868.24 1027.04 
 1545 18.5380 17.0100 0.0030 1770 666  949.43  266.16 
 1546 18.5080 16.9760 0.0048  705 255    5.19  464.46 
 1547 18.6487 17.0110 0.0030 1803 664  933.56  116.44 
 1548 18.6365 17.0088 0.0029 1783 669  548.42  389.01 
 1550 18.6618 17.0128 0.0036 1702 654  389.09  458.09 
 1551 18.5697 16.9980 0.0035 1683 651  634.63  560.05 
 1552 18.7155 17.0172 0.0036 1748 651  412.83 1092.90 
 1553 18.6715 17.0181 0.0032 1795 667  183.35  899.92 
 1554 18.7342 17.0323 0.0032 1794 670  258.69  891.41 
 1555 18.5468 17.0165 0.0032 1755 659  432.51 1014.33 
 1556 18.8289 16.9948 0.0038 1617 620  799.56 1187.57 
 1557 18.5336 17.0279 0.0028 1780 671  387.63  661.72 
 1558 18.9408 17.0172 0.0035 1802 678  409.72  281.89 
 1559 18.6136 17.0342 0.0033 1752 666  386.88  744.53 
 1561 18.7165 17.0397 0.0065 1701 627  116.22  887.17 
 1562 18.7787 17.0620 0.0034 1776 668   35.93  865.13 
 1564 18.3112 16.8687 0.0054 1104 411  112.20   79.03 
 1565 18.6809 17.0483 0.0032 1773 667  264.81 1192.81 
 1566 18.6727 17.0385 0.0031 1778 673 1106.26  359.57 
 1567 19.1712 17.0487 0.0044 1803 666  187.92  924.77 
 1568 18.9667 17.0367 0.0037 1785 668  375.71  211.72 
 1569 19.3275 17.0330 0.0053 1722 650  761.14  429.11 
 1570 18.8965 17.1420 0.0058 1750 657  767.95   40.12 
 1571 18.8495 17.0308 0.0034 1796 669  787.59  956.24 
 1572 18.7254 17.0596 0.0044 1665 631  967.97  662.44 
 1573 18.8431 17.0626 0.0042 1735 635  872.50 1005.96 
 1574 18.4116 17.0194 0.0069 1450 586  538.61  470.93 
 1575 18.7649 17.0698 0.0033 1782 658  107.08  783.94 
 1576 18.9948 17.0360 0.0039 1788 669  786.38  998.82 
 1577 18.5332 17.0601 0.0030 1711 664  208.59   36.91 
 1578 18.5074 17.0524 0.0037 1577 620  589.95  383.30 
 1579 19.0126 17.0821 0.0042 1794 676  929.59  217.54 
 1580 18.7465 17.0461 0.0031 1765 664  670.95  747.50 
 1581 18.7538 17.0546 0.0033 1757 666  575.13  540.33 
 1582 18.5073 17.0488 0.0031 1771 664  531.47  289.18 
 1583 18.5856 17.0562 0.0029 1780 666  662.70  314.90 
 1584 18.5320 17.0541 0.0028 1778 670  563.27   52.37 
 1585 18.6782 17.0677 0.0032 1759 665  705.76  650.76 
 1586 18.6236 17.0573 0.0039 1437 570  340.13  620.39 
 1587 18.5277 17.0423 0.0039 1640 610  640.67  456.30 
 1588 19.1218 16.9393 0.0083 1181 497  520.81   58.93 
 1589 18.7497 17.0349 0.0098 1688 617  351.22  606.61 
 1590 18.5638 17.0703 0.0031 1796 670  638.63  485.52 
 1591 18.8117 17.0672 0.0035 1796 671  542.79 1060.95 
 1592 18.5238 17.0713 0.0031 1759 669  446.83  629.54 
 1593 18.7434 17.0619 0.0033 1783 667  460.70  867.82 
 1594 18.6086 17.0805 0.0030 1771 672  561.69  934.35 
 1595 18.5657 17.0971 0.0049 1605 611  526.81  584.09 
 1596 18.6828 17.0583 0.0034 1770 661  588.94  422.79 
 1597 18.6698 17.0524 0.0054 1416 572  743.72  480.89 
 1598 18.8558 17.0954 0.0035 1785 670  808.31 1104.56 
 1599 18.8310 17.1011 0.0035 1786 675  779.91  715.51 
 1601 18.6374 17.0990 0.0032 1784 666  443.26  496.48 
 1603 18.5981 17.0586 0.0043 1544 603   93.52  365.61 
 1604 18.6859 17.0745 0.0030 1781 667  622.96  153.59 
 1605 18.6870 17.0722 0.0034 1778 659  485.15   59.47 
 1606 18.6100 17.0809 0.0030 1769 669  544.79   69.29 
 1607 18.6885 17.1004 0.0034 1776 660 1128.01 1129.41 
 1608 18.6062 17.0987 0.0072 1557 601  576.94  481.11 
 1609 19.0426 17.0810 0.0038 1800 666  467.70  149.19 
 1610 18.6084 17.0915 0.0030 1757 669  598.95   45.31 
 1611 18.8695 17.0538 0.0042 1783 662  777.53  951.38 
 1612 18.7281 17.1001 0.0049 1512 607  712.63  955.91 
 1613 19.6623 17.0854 0.0059 1662 668  772.81 1202.72 
 1614 18.7636 17.1091 0.0033 1781 669  952.79  736.86 
 1616 18.8548 17.1066 0.0035 1811 646 1048.25  327.44 
 1618 18.8649 17.1086 0.0036 1799 664  203.74 1141.03 
 1619 18.5114 17.0960 0.0029 1800 666  416.18   93.58 
 1620 18.9649 17.1187 0.0038 1792 660 1105.82  568.33 
 1621 18.7100 17.1147 0.0031 1782 671  681.49  522.78 
 1622 18.5791 17.0908 0.0058 1552 626  550.91  570.28 
 1624 18.8045 17.0951 0.0035 1745 643  126.77  385.04 
 1625 18.7076 17.1018 0.0034 1772 661  798.86  304.00 
 1626 18.7468 17.1186 0.0043 1721 657  593.47  851.65 
 1627 18.6349 17.1067 0.0084 1527 581  715.23 1040.43 
 1628 18.7299 17.0134 0.0077 1350 524  201.84  688.43 
 1629 18.9071 17.1124 0.0036 1733 654  268.00  343.14 
 1630 18.7520 17.1250 0.0033 1744 666  784.65  539.39 
 1631 18.7707 17.1076 0.0032 1783 674   94.78  316.65 
 1632 18.9190 17.0996 0.0057 1718 639  512.65 1013.89 
 1634 18.8317 17.1108 0.0037 1770 665  250.15 1198.46 
 1635 19.0045 17.1047 0.0091 1703 633  113.12  886.31 
 1636 18.8338 17.1233 0.0035 1573 637   18.23  612.73 
 1637 18.8242 17.1153 0.0035 1781 667  696.96  609.94 
 1638 18.5859 17.1088 0.0033 1744 655  603.75  381.80 
 1639 18.7042 17.1119 0.0033 1776 674  497.88  850.01 
 1640 18.5628 17.1357 0.0033 1787 665 1016.45 1012.00 
 1642 19.3165 17.1013 0.0045 1751 673  555.87   46.02 
 1643 18.5444 17.1211 0.0029 1788 665  254.34  251.71 
 1644 18.7851 17.1392 0.0033 1783 658  626.93  941.92 
 1645 19.0070 17.1256 0.0039 1785 671  976.92 1076.92 
 1646 19.3887 17.1246 0.0057 1536 617  879.13  772.51 
 1648 18.6760 17.1265 0.0032 1784 664  507.42  596.33 
 1649 18.8372 17.1461 0.0036 1807 667  244.13 1041.92 
 1650 18.9328 17.1122 0.0037 1786 676  898.78  112.57 
 1651 18.7268 17.1369 0.0034 1770 652  580.61  826.82 
 1653 18.6459 17.1414 0.0033 1768 630  911.04  277.87 
 1654 19.2096 17.1255 0.0046 1759 654 1103.84 1232.05 
 1655 18.6321 17.1345 0.0031 1668 660  412.64  306.87 
 1656 19.0557 17.1397 0.0039 1783 660  637.27  947.77 
 1657 18.6578 17.1462 0.0033 1743 649  126.68   55.91 
 1658 18.6376 17.1355 0.0031 1779 672  710.89  944.04 
 1659 18.6607 17.1276 0.0031 1746 669  300.37   44.80 
 1660 18.7651 17.1459 0.0041 1763 662  516.24 1118.85 
 1661 18.7234 17.1443 0.0039 1732 653  546.14  679.73 
 1662 18.8401 17.1411 0.0034 1783 668  313.64  844.52 
 1663 18.6410 17.1743 0.0052 1633 620  539.13  239.04 
 1664 18.7666 17.1599 0.0034 1798 656 1058.07 1014.84 
 1665 18.8125 17.1463 0.0033 1796 661  903.33  457.40 
 1666 18.7806 17.1390 0.0043 1671 637  387.16  413.35 
 1667 18.7293 17.1432 0.0035 1776 657  597.65  573.60 
 1668 18.7576 17.1778 0.0034 1796 669   49.09  596.27 
 1669 18.8179 17.1553 0.0037 1778 662  394.66 1005.00 
 1670 19.3011 17.1448 0.0049 1810 668  318.50 1030.85 
 1671 18.7152 17.1428 0.0040 1776 666  602.54  550.08 
 1672 18.5221 17.1823 0.0033 1804 662  163.28  494.22 
 1673 19.3445 17.1180 0.0087  991 305   97.04    9.24 
 1674 18.7957 17.1778 0.0051 1736 647  460.89  560.57 
 1675 18.5300 17.1084 0.0075 1501 594  442.45  593.81 
 1676 18.9164 17.1877 0.0038 1782 669 1120.95  692.37 
 1677 19.2718 17.1563 0.0050 1722 672  611.17  818.85 
 1678 19.1672 17.1474 0.0042 1796 666  760.41 1013.16 
 1679 18.8961 17.1639 0.0037 1810 664  767.02  806.01 
 1680 18.8617 17.1738 0.0037 1799 668  782.30 1097.05 
 1681 18.6810 17.1732 0.0040 1536 601  471.16  581.67 
 1682 18.5176 17.1894 0.0033 1727 659   54.75  221.01 
 1683 18.6328 17.1774 0.0038 1696 656  645.90  554.63 
 1684 18.6722 17.1708 0.0038 1780 619 1011.97  152.06 
 1685 18.8739 17.1765 0.0040 1740 641  879.55  828.13 
 1686 18.8326 17.1811 0.0036 1775 654  838.43  657.43 
 1687 18.7853 17.1883 0.0032 1769 670  283.96  417.67 
 1688 19.2664 17.1848 0.0050 1792 672   89.49  802.65 
 1689 18.8039 17.1894 0.0053 1669 616  550.81  727.26 
 1690 19.4829 17.1795 0.0071 1559 639  699.80 1014.37 
 1691 18.7364 17.1585 0.0034 1431 674  453.98  183.80 
 1692 18.8654 17.1752 0.0041 1735 652  733.09  590.36 
 1693 18.6014 17.1556 0.0064 1522 603  376.03  307.60 
 1694 18.7209 17.1826 0.0034 1790 644  327.41  574.77 
 1695 19.0153 17.1773 0.0042 1799 670  124.36  509.12 
 1696 19.3906 17.1690 0.0052 1741 666  510.09   44.33 
 1697 19.4603 17.1865 0.0054 1743 660  945.65  889.46 
 1698 18.8611 17.1870 0.0036 1785 672  238.07  766.42 
 1699 18.6041 17.2006 0.0032 1731 657  625.08   40.98 
 1700 18.7020 17.1844 0.0045 1522 602  202.48  269.94 
 1701 19.1263 17.1888 0.0050 1797 654  538.26  389.55 
 1702 18.7036 17.1448 0.0056 1417 593  421.00  703.81 
