%
%  no - oznaczenie gwiazdy
%  V - jasno"s"c w filtrze V
%  I - jasno"s"c w filtrze I
%  err_V - b"l"ad jasno"sci V
%  N_V - ilo"s"c obserwacji w filtrze V
%  N_I - ilo"s"c obserwacji w filtrze I
%  x - wsp"o"lrz"edna x na obrazie CCD (po"lno"c to -x) 
%  y - wsp"o"lrz"edna y na obrazie CCD (wsch"od to +y)
%
%  no    V       I    err_V   N_V N_I     x       y 
%       mag     mag    mag               
%
 2678 19.7578 18.0049 0.0077 1617 664  681.37  677.26 
 2679 19.6852 18.0150 0.0078 1712 629  309.09  467.27 
 2680 19.8687 18.0128 0.0086 1533 659  706.68  827.58 
 2682 19.6579 17.9947 0.0073 1698 655  190.61  267.34 
 2683 19.7906 17.9250 0.0087 1432 657  479.52  709.60 
 2684 19.5292 18.0049 0.0071 1700 650  478.93  641.88 
 2685 19.6589 18.0274 0.0070 1685 666  545.77  793.63 
 2686 19.4847 18.0201 0.0061 1751 669  600.73  143.25 
 2687 20.0315 18.0462 0.0097 1466 663 1057.72 1211.47 
 2691 19.6644 17.9978 0.0070 1712 665  984.14  727.77 
 2692 19.6841 18.0012 0.0068 1686 669  107.93  618.95 
 2693 19.6576 17.9968 0.0086 1493 626  550.28  655.03 
 2694 19.4915 18.0407 0.0061 1760 665  118.83  349.61 
 2695 19.7106 18.0314 0.0076 1678 662  912.23  661.82 
 2697 19.7653 18.0253 0.0083 1627 662  954.38  493.60 
 2698 19.6417 18.0291 0.0068 1729 665  690.05  368.66 
 2700 19.6527 18.0273 0.0066 1692 659  883.84  228.44 
 2702 19.8312 18.0352 0.0082 1663 673  119.25  836.61 
 2704 19.7716 18.0070 0.0076 1682 662  798.76 1086.48 
 2705 19.5630 18.0140 0.0070 1548 676  619.60  121.00 
 2707 19.8469 18.0454 0.0079 1618 669  532.70  953.76 
 2708 19.8575 18.0219 0.0082 1603 665  823.16  977.97 
 2709 19.7787 18.0434 0.0079 1657 662  140.34  810.72 
 2710 19.7896 17.9739 0.0077 1680 671  562.95 1059.87 
 2711 19.6328 17.9867 0.0067 1743 668   68.14  410.15 
 2712 19.7805 18.0473 0.0075 1676 658  599.52  123.14 
 2713 19.8423 18.0447 0.0087 1583 661  458.43  298.42 
 2714 19.7214 18.0529 0.0073 1686 666  146.92 1122.47 
 2715 19.6894 18.0302 0.0077 1656 671  779.33  281.50 
 2716 20.1183 18.0418 0.0095 1476 669  990.96  188.61 
 2717 19.8793 18.0413 0.0083 1310 602   16.47  728.60 
 2718 19.6957 18.0295 0.0094 1398 606 1010.54  893.44 
 2719 19.7214 18.0176 0.0088 1408 608  266.77  733.54 
 2720 19.6617 18.0243 0.0071 1691 672  535.61  569.47 
 2721 19.7358 18.0404 0.0081 1652 653  759.30  813.77 
 2722 19.5774 17.9647 0.0099 1543 657  593.52  416.65 
 2723 19.7852 18.0227 0.0083 1427 658  281.84 1019.57 
 2724 19.7047 18.0612 0.0090 1589 648  131.44 1128.72 
 2725 19.7986 18.0686 0.0078 1654 670  652.36 1001.38 
 2726 19.5687 17.9823 0.0078 1489 627  994.92  175.41 
 2727 19.7653 18.0491 0.0082 1592 650  786.79  555.48 
 2729 19.5130 18.0147 0.0075 1723 658  526.37  290.51 
 2730 19.8725 18.0325 0.0093 1544 651  598.41  735.32 
 2731 19.9989 18.0212 0.0092 1495 645 1030.35 1176.71 
 2732 19.7675 18.0513 0.0074 1652 665  724.20 1086.26 
 2734 19.8094 18.0256 0.0088 1573 666   98.13  553.19 
 2735 19.9156 18.0770 0.0089 1491 656 1140.86  656.82 
 2737 19.7093 18.0278 0.0076 1664 659  567.39  841.19 
 2741 19.5638 18.0591 0.0067 1744 650  572.98  309.64 
 2745 19.6250 17.9749 0.0078 1622 645 1140.05  164.58 
 2747 19.8080 18.0157 0.0084 1662 669  994.64  671.22 
 2748 19.7568 18.0855 0.0076 1662 665  652.55 1065.02 
 2749 19.7571 17.9152 0.0094 1604 670 1024.70   67.18 
 2751 19.6523 18.0372 0.0081 1681 665  161.57  664.80 
 2752 19.6325 18.0461 0.0080 1550 643  453.74  529.95 
 2753 19.6676 18.0617 0.0091 1611 651  366.86  473.75 
 2755 19.5454 18.1072 0.0066 1735 668  203.45   54.84 
 2760 19.7926 18.0575 0.0075 1679 669  297.80  425.85 
 2762 19.6191 18.0743 0.0068 1747 667  583.43  261.70 
 2763 19.7555 18.0487 0.0077 1634 668  715.16 1047.84 
 2765 19.8440 18.1591 0.0099 1621 670  225.58 1035.59 
 2766 19.8948 18.0336 0.0089 1540 666  681.01  670.29 
 2767 19.6765 18.0612 0.0078 1683 661  889.21  255.21 
 2772 19.5902 18.0133 0.0100 1464 617  253.81  603.30 
 2773 19.5690 18.0795 0.0077 1729 660  530.38  113.64 
 2774 19.4818 18.0523 0.0092 1515 626  536.80  537.46 
 2775 19.5316 18.1036 0.0066 1687 667  358.42   37.34 
 2776 19.6548 18.1179 0.0074 1689 666  474.67  651.93 
 2777 19.8410 18.0852 0.0084 1624 667  819.09 1181.35 
 2778 19.6023 18.0954 0.0071 1725 659  383.54  618.62 
 2779 19.7632 18.0426 0.0098 1513 645  582.53  595.55 
 2780 19.7069 18.0605 0.0077 1702 648  482.56  458.72 
 2782 19.5651 18.0497 0.0069 1743 663  404.22  508.78 
 2784 19.5180 18.1033 0.0067 1729 666   56.14  146.82 
 2785 19.5345 18.1111 0.0066 1740 671  414.59  143.14 
 2787 19.9305 18.0608 0.0094 1540 668 1010.53  715.89 
 2788 19.8078 18.0518 0.0076 1668 667  309.13  100.64 
 2789 19.6309 17.9905 0.0099 1245 560 1032.45  421.61 
 2792 19.7498 18.0674 0.0078 1703 679  721.91  145.17 
 2793 19.6782 18.0865 0.0078 1660 666  578.64  210.58 
 2794 19.8099 18.0766 0.0093 1462 648  508.19  876.22 
 2795 19.8013 18.1097 0.0083 1541 652  691.13  522.99 
 2796 19.8715 18.1229 0.0083 1574 655  850.75 1051.64 
 2797 19.9120 18.0868 0.0086 1551 666  558.07 1070.86 
 2798 20.0950 18.0982 0.0098 1472 669  247.95  218.45 
 2799 19.7274 18.1034 0.0077 1680 679 1044.49  753.54 
 2800 19.6512 18.0699 0.0089 1315 551   52.86  156.24 
 2806 19.6098 18.0716 0.0097 1543 633  556.26  518.22 
 2807 19.5501 18.0587 0.0078 1455 601  565.97   72.00 
 2808 19.7896 18.1105 0.0076 1655 666  366.88  436.56 
 2809 19.5199 18.1059 0.0065 1745 665  904.21  152.33 
 2810 19.8021 18.0820 0.0079 1642 678  481.30 1138.10 
 2813 19.9459 18.0905 0.0095 1527 676  341.81 1168.57 
 2815 19.7276 18.1134 0.0075 1676 672  325.55  365.41 
 2816 19.8198 18.1118 0.0082 1623 669  180.12 1169.78 
 2817 19.7427 18.1068 0.0085 1588 647  234.32  509.90 
 2819 19.7874 18.1117 0.0081 1637 665  336.82  768.34 
 2820 19.8808 18.1051 0.0084 1598 670  764.20  928.25 
 2821 19.7443 18.0816 0.0076 1689 667  505.70   74.85 
 2825 19.6971 18.0957 0.0079 1676 670  779.99  275.60 
 2826 19.7848 18.0832 0.0073 1650 668  215.40  524.60 
 2827 19.8601 18.1054 0.0084 1627 665  936.20  913.27 
 2828 19.6934 18.0975 0.0073 1695 670  574.77  336.17 
 2829 19.6628 18.0737 0.0071 1701 664  274.88  342.40 
 2830 19.7451 18.1184 0.0080 1680 658  791.98  245.65 
 2831 19.5894 18.1134 0.0069 1763 661  561.48  296.41 
 2832 19.5854 18.0952 0.0072 1724 660  191.86  407.58 
 2833 19.6991 18.0897 0.0076 1703 666  529.86 1107.00 
 2834 19.7383 18.1473 0.0075 1668 652  394.07  834.08 
 2835 19.7202 18.1400 0.0084 1696 669 1086.53  106.29 
 2836 19.7647 18.1276 0.0078 1648 663  715.91  937.12 
 2839 19.5383 18.1365 0.0067 1746 658   94.91  373.80 
 2840 19.7284 18.1345 0.0078 1687 670  417.92   69.37 
 2841 19.6719 18.1103 0.0084 1664 673 1007.22  725.66 
 2842 20.0174 18.1200 0.0093 1531 671  731.99 1048.83 
 2844 19.8162 18.1210 0.0085 1622 662  395.57  879.32 
 2845 19.8147 18.1313 0.0080 1672 662  145.84  966.38 
 2846 19.7264 18.1227 0.0076 1681 665 1045.89  540.59 
 2850 19.6821 18.1197 0.0072 1720 664  336.45  455.26 
 2851 19.7516 18.1602 0.0087 1661 625  372.46  393.17 
 2853 19.9005 18.1253 0.0081 1602 652 1053.14  464.43 
 2854 19.5385 18.1201 0.0076 1686 657   27.73  147.70 
 2855 19.8230 18.1576 0.0079 1619 663  561.92  905.90 
 2857 19.6313 18.0439 0.0097 1362 553  521.25   16.21 
 2858 19.6539 18.0980 0.0080 1572 648 1142.53  157.28 
 2859 19.9672 18.1354 0.0088 1556 662  370.07  915.60 
 2860 19.7131 18.1555 0.0082 1613 641  118.30  254.66 
 2861 19.7788 18.0965 0.0082 1610 658  999.14  827.30 
 2862 19.9237 18.1959 0.0090 1579 662 1091.81  428.62 
 2865 19.8673 18.0921 0.0087 1351 660  580.65  775.83 
 2867 19.7425 18.1754 0.0078 1662 670  903.77  296.80 
 2870 19.8706 18.1426 0.0086 1606 666  673.19  892.62 
 2871 19.9293 18.1206 0.0088 1577 673  533.34  962.64 
 2872 19.7396 18.1061 0.0096 1563 662  489.74  533.57 
 2873 19.8787 18.1049 0.0081 1622 668  405.54  147.91 
 2874 19.5532 18.0944 0.0096  962 328  153.19   13.00 
 2875 20.0675 18.1004 0.0098 1517 674  665.65  404.56 
 2876 20.0602 18.1583 0.0098 1492 670  958.11  849.15 
 2877 19.7271 18.1261 0.0085 1611 647  584.02  557.15 
 2879 19.9040 18.1144 0.0079 1602 661  826.05   83.41 
 2881 19.7608 18.1798 0.0083 1670 660  414.88  443.24 
 2882 19.6910 18.1499 0.0079 1715 666   93.95  117.88 
 2884 19.9171 18.1419 0.0094 1539 666  635.55  962.90 
 2885 19.6953 18.1321 0.0097 1543 635  644.55  803.56 
 2888 19.7664 18.0263 0.0094 1704 668  472.54  378.57 
 2889 19.6330 18.2168 0.0076 1736 681   33.40  243.96 
 2890 19.9169 18.1694 0.0094 1532 665  696.72  820.82 
 2891 19.6261 18.1560 0.0073 1724 663  915.41  224.01 
 2893 19.6573 18.1498 0.0072 1705 669  241.37  312.59 
 2894 19.7450 18.1519 0.0081 1705 675  647.60  485.52 
 2896 19.6561 18.1288 0.0074 1713 668  410.79  427.21 
 2898 19.6209 18.1877 0.0082 1722 670   46.18  276.31 
 2899 19.7724 18.1729 0.0078 1647 658  457.77  315.88 
 2902 19.9506 18.2039 0.0097 1596 673   65.74 1166.61 
 2906 19.7262 18.1315 0.0074 1675 667  612.50  143.56 
 2908 19.8200 18.1286 0.0091 1613 660  203.85 1210.60 
 2909 20.0276 18.1866 0.0099 1521 667   76.73  676.04 
 2910 19.6190 18.1556 0.0078 1701 668  538.73   81.66 
 2911 19.8934 18.1348 0.0094 1598 644  638.86  983.72 
 2912 19.7361 18.2205 0.0082 1645 658 1124.39   40.45 
 2913 19.8038 18.1351 0.0079 1637 676  375.61  742.99 
 2914 19.8451 18.1875 0.0084 1659 665  285.86  281.55 
 2915 19.8650 18.1554 0.0084 1577 663  671.25  921.99 
 2916 19.7529 18.1926 0.0083 1703 625  349.57  309.61 
 2919 19.7890 18.2068 0.0082 1675 667   66.39  534.69 
 2922 19.8291 18.1693 0.0086 1640 669  100.36  792.56 
 2923 19.8532 18.2144 0.0087 1634 676 1081.39  421.82 
 2924 19.9920 18.1649 0.0094 1526 681  993.38  910.14 
 2925 19.3625 18.1837 0.0063 1765 667  388.20  278.29 
 2926 19.8244 18.1983 0.0089 1518 628 1134.19  985.28 
 2927 19.8398 18.1603 0.0080 1626 655  459.56  741.42 
 2928 19.8311 18.2188 0.0085 1561 636  423.27 1234.49 
 2930 19.7761 18.1716 0.0077 1694 667  712.14  307.19 
 2931 19.8122 18.1718 0.0089 1642 677  340.79 1157.47 
 2932 19.8345 18.1758 0.0079 1627 663  265.08  536.01 
 2934 19.9852 18.1830 0.0092 1552 671  782.24  775.93 
 2935 19.9220 18.1726 0.0086 1530 644  355.38  259.91 
 2936 19.7881 18.2120 0.0085 1643 653  458.91  454.63 
 2938 19.7711 18.2083 0.0078 1679 667  804.52   68.52 
 2939 19.6714 18.2129 0.0084 1697 640  989.72  544.69 
 2940 19.9083 18.1893 0.0089 1605 666   63.01  929.96 
 2942 19.8892 18.2097 0.0083 1586 661  959.06  745.15 
 2943 19.8844 18.1714 0.0083 1607 673  765.22  604.73 
 2948 19.8953 18.2090 0.0088 1562 667  935.42   37.83 
 2951 19.9620 18.1599 0.0099 1569 681  828.37  817.43 
 2952 19.6915 18.1867 0.0078 1714 670  490.96   73.48 
 2953 19.9770 18.1257 0.0092 1529 675  609.06  798.64 
 2954 19.8171 18.1696 0.0093 1602 636  705.45  920.10 
 2959 20.0195 18.1984 0.0095 1443 654  516.20  633.48 
 2962 20.0209 18.2166 0.0096 1515 675  264.26  742.58 
 2967 19.8438 18.1832 0.0081 1578 667 1017.98  968.70 
 2968 19.7074 18.1719 0.0100 1424 642  460.00  691.13 
 2972 19.8119 18.2443 0.0082 1635 672  360.57   53.62 
 2973 19.8955 18.1847 0.0084 1570 671  767.77 1117.07 
 2975 19.8343 18.1534 0.0096 1476 676  923.33  553.35 
 2976 19.9006 18.2056 0.0090 1527 661  508.36  807.24 
 2978 19.8081 18.2112 0.0079 1660 661  701.21  417.86 
 2980 19.9941 18.2324 0.0090 1518 660  371.38  231.32 
 2981 19.7099 18.2269 0.0077 1729 675   88.22   93.92 
 2982 19.9153 18.1521 0.0087 1608 675  236.32  675.46 
 2984 19.8357 18.2391 0.0081 1643 662   88.25  675.09 
 2985 19.8980 18.1936 0.0082 1601 682  405.96  381.62 
 2986 19.8754 18.2225 0.0085 1609 649  475.94  621.07 
 2987 19.7862 18.2066 0.0084 1636 658 1124.45  274.42 
 2990 19.9667 18.1896 0.0099 1485 670 1105.89  793.74 
 2991 19.7599 18.2287 0.0078 1679 658  400.11  213.15 
 2992 19.8200 18.2475 0.0084 1663 677   76.70  530.75 
 2993 19.8889 18.2207 0.0091 1607 668  784.87  532.55 
 2996 19.8073 18.2131 0.0083 1666 667 1040.43  170.91 
 2998 19.9853 18.2525 0.0097 1534 669   91.69 1184.73 
 2999 19.9772 18.1783 0.0092 1495 653  672.53  632.15 
 3001 20.0316 18.2283 0.0092 1501 674  175.73  580.65 
 3002 19.9478 18.2301 0.0089 1591 665  504.28  315.76 
 3003 19.9541 18.2367 0.0091 1558 673  920.73  724.65 
 3005 20.0112 18.2297 0.0092 1553 667  250.59  702.98 
 3006 19.7804 18.2153 0.0086 1628 660  254.41  449.55 
 3008 19.9112 18.2446 0.0092 1539 652  519.18 1008.63 
 3010 19.8383 18.2298 0.0090 1620 628  387.36  363.89 
 3012 19.9325 18.2549 0.0092 1575 666  765.84  349.43 
 3015 19.9698 18.2475 0.0098 1521 665  705.77  725.83 
 3016 19.9542 18.2434 0.0100 1483 663  362.97 1010.56 
 3017 20.0043 18.2272 0.0099 1500 677  185.31  586.32 
 3022 19.9125 18.2127 0.0099 1526 656  465.24  958.64 
 3025 19.8997 18.2445 0.0086 1582 663  241.11  590.16 
 3027 19.8032 18.2638 0.0091 1632 655  100.01 1185.62 
 3030 20.0493 18.2516 0.0099 1417 642  392.39 1235.62 
 3032 19.9561 18.1978 0.0096 1588 624  755.43  174.44 
 3033 19.6633 18.2200 0.0100 1477 600  385.08  668.52 
 3034 19.8291 18.2548 0.0084 1625 665  583.32  512.00 
 3036 19.8758 18.2979 0.0093 1566 662  992.45  151.44 
 3037 20.0273 18.2769 0.0092 1493 671  474.00  924.45 
 3038 19.8476 18.2767 0.0088 1604 667 1115.12 1172.92 
 3041 19.9284 18.2871 0.0085 1592 669  259.06  320.09 
 3042 19.8077 18.2391 0.0088 1682 675  442.81  381.68 
 3043 19.4302 18.2724 0.0093 1407 629  150.56   29.89 
 3046 19.9645 18.2782 0.0092 1542 662  373.22  693.43 
 3048 19.8676 18.2213 0.0098 1630 672  924.37  585.98 
 3049 19.8654 18.2413 0.0098 1579 656 1103.65  648.33 
 3050 20.0354 18.2660 0.0097 1511 672  807.42  718.03 
 3051 19.9618 18.2794 0.0098 1575 672 1129.52  225.52 
 3056 19.8317 18.2646 0.0097 1621 666 1110.15  403.66 
 3057 19.9427 18.2500 0.0099 1540 659   88.84 1214.49 
 3058 20.0991 18.3028 0.0100 1495 675  103.55  541.98 
 3059 20.0261 18.3362 0.0098 1521 664  299.01  804.16 
 3060 19.8334 18.2626 0.0093 1600 662  414.16  845.91 
 3062 19.6959 18.2699 0.0098 1548 634  284.26  128.09 
 3068 19.8937 18.2967 0.0096 1559 665  991.55  144.68 
 3072 19.9418 18.3032 0.0089 1571 665   36.34  138.89 
 3075 19.8801 18.2638 0.0085 1662 666  233.99  266.38 
 3080 19.8979 18.2904 0.0096 1528 660  955.04  682.49 
 3081 19.7324 18.2570 0.0099 1378 602   77.57  341.26 
 3083 19.9664 18.3349 0.0100 1491 644  361.32 1211.80 
 3084 19.7064 18.2785 0.0079 1707 664  884.64  108.43 
 3087 20.0048 18.2981 0.0099 1535 666  346.96  761.68 
 3089 19.7164 18.2758 0.0087 1687 672 1022.25  237.83 
 3090 19.7694 18.3297 0.0082 1676 655 1119.17  886.55 
 3101 19.9000 18.3058 0.0083 1611 670  383.48  115.60 
 3103 19.9081 18.3012 0.0088 1574 665  517.68  519.72 
 3105 19.8180 18.3122 0.0089 1664 668   31.01  196.62 
 3106 19.9034 18.3120 0.0087 1580 673  383.42  842.13 
 3110 19.7503 18.3312 0.0088 1685 661  968.90  590.10 
 3114 19.9169 18.3175 0.0088 1567 670  993.67  286.60 
 3115 19.9811 18.3137 0.0096 1471 655  633.67  510.58 
 3116 19.9196 18.2891 0.0092 1599 658  726.43  124.37 
 3117 19.9639 18.3120 0.0100 1579 666  677.68  230.33 
 3118 19.8827 18.3014 0.0100 1395 615   35.76  528.32 
 3119 20.0244 18.2918 0.0100 1495 664  525.34  774.38 
 3120 19.9746 18.2802 0.0097 1552 666 1094.76  317.70 
 3123 19.9387 18.3058 0.0093 1555 673  607.62  928.57 
 3126 19.9845 18.3670 0.0094 1529 663  909.96  611.39 
 3128 19.9107 18.2351 0.0092 1583 672  635.27  832.39 
 3130 19.7682 18.3340 0.0082 1649 659  575.10  409.50 
 3133 19.8359 18.3680 0.0086 1614 668   68.80  528.63 
 3137 19.9052 18.2830 0.0092 1630 661  888.66  307.94 
 3138 19.8200 18.3705 0.0084 1638 658  378.02  291.02 
 3139 19.6852 18.2753 0.0081 1675 670   84.04  114.75 
 3143 19.9040 18.2955 0.0095 1625 658 1072.85  118.75 
 3148 19.9612 18.3098 0.0099 1615 661  831.89  296.17 
 3151 19.7689 18.3466 0.0081 1695 666   91.58  167.79 
 3155 19.8406 18.3884 0.0088 1654 673  203.10  215.45 
 3157 20.0691 18.3335 0.0099 1512 676  957.16  104.09 
 3167 19.9576 18.3174 0.0094 1379 624  316.15   23.36 
 3173 19.9233 18.3855 0.0095 1586 667 1115.70  806.43 
 3175 19.9180 18.3884 0.0095 1596 658  492.83  606.67 
 3186 19.9121 18.3388 0.0095 1622 671  536.61  102.84 
 3187 19.8594 18.3638 0.0090 1604 654  279.36  243.24 
 3188 19.8307 18.3674 0.0085 1651 660  104.44  422.63 
 3199 20.0202 18.3429 0.0097 1535 662  592.79  724.64 
 3208 19.9025 18.4013 0.0094 1591 663   25.58  220.02 
 3211 19.8907 18.3860 0.0092 1605 672 1021.31  406.53 
 3212 19.7814 18.3776 0.0087 1683 672  524.12   91.99 
 3218 19.8972 18.4206 0.0089 1619 658  253.98  430.91 
 3220 19.9288 18.4231 0.0090 1616 666   43.43  553.00 
 3221 19.9269 18.3771 0.0099 1543 663  199.66  779.04 
 3223 19.9714 18.3656 0.0097 1554 660  990.95  574.34 
 3231 19.9161 18.3077 0.0099 1561 669  475.29  342.91 
 3232 20.0179 18.4123 0.0098 1521 665  111.47  628.31 
 3237 19.9064 18.3914 0.0095 1614 664 1085.53  187.60 
 3249 19.9161 18.3620 0.0090 1579 667  582.32  967.16 
 3253 19.9845 18.3611 0.0092 1545 665  302.78   85.82 
 3257 20.0661 18.4436 0.0100 1527 646   52.83   82.81 
 3259 19.8236 18.4176 0.0099 1582 654  458.07  628.58 
 3268 19.5834 18.4145 0.0097 1469 660  532.78   29.17 
 3272 19.8775 18.3869 0.0088 1598 666  617.10  517.37 
 3277 19.8925 18.3614 0.0087 1652 666  493.19  221.33 
 3278 19.9651 18.3763 0.0093 1558 665  148.67  168.54 
 3293 19.9463 18.3535 0.0098 1593 669 1092.12  167.64 
 3297 19.9501 18.3960 0.0091 1596 670  299.71  124.42 
 3304 20.0045 18.4105 0.0096 1572 673  162.19  468.91 
 3321 19.9979 18.4305 0.0097 1536 660  436.61  237.07 
 3326 19.9009 18.4043 0.0087 1619 661  429.91   85.37 
 3332 19.8330 18.4599 0.0095 1503 638   18.22  117.29 
 3340 19.9993 18.4308 0.0093 1572 668  230.52  107.30 
 3372 19.9667 18.4454 0.0095 1615 669  195.18   90.39 
 3406 20.0067 18.4872 0.0100 1548 672  194.94  287.12 
 3410 19.9675 18.4874 0.0100 1548 662  878.36  116.39 
 3432 19.8147 18.4975 0.0093 1625 671   37.38   71.40 
 3483 19.8238 18.4793 0.0100 1664 638  586.04  241.47 
 3523 19.9179 18.5275 0.0099 1607 673  880.51  158.90 
 3554 19.9662 18.4668 0.0093 1499 662  576.87   38.51 
 3566 20.0513 18.5219 0.0100 1516 660  375.72  194.18 
 3569 18.9668 18.5540 0.0086 1760 660  432.25  575.81 
 3589 15.6175 13.6725 0.0026  260  51    1.02  491.41 
 3597 20.0204 18.5568 0.0099 1577 666  308.13  299.23 
